model,window,regime,split,wheel,state,bin_kind,bin_center,n,rmse_norm,rmse_phys
ssm,16,S1_train,cross_subset,1,omega_z_derived,slip,0.02,718386,0.04666153663086638,0.42026697553777165
ssm,16,S1_train,cross_subset,1,omega_z_derived,slip,0.065,1154836,0.057349651556288385,0.5165317378717232
ssm,16,S1_train,cross_subset,1,omega_z_derived,slip,0.2,218683,0.13309818336880033,1.198776873048278
ssm,16,S1_train,cross_subset,1,omega_z_derived,slip,0.65,44347,0.14058472528581287,1.2662059925303462
ssm,16,S1_train,cross_subset,1,omega_z_derived,slip,1.5,6091,0.1843587454646375,1.6604659418590437
ssm,16,S1_train,cross_subset,2,gamma,slip,0.005,795593,0.06253208466509134,5.178062321984076
ssm,16,S1_train,cross_subset,2,gamma,slip,0.02,739363,0.07052580071400251,5.83999387082607
ssm,16,S1_train,cross_subset,2,gamma,slip,0.065,1086320,0.08006140059396503,6.629603411200532
ssm,16,S1_train,cross_subset,2,gamma,slip,0.2,148204,0.09155349557868611,7.5812234378681
ssm,16,S1_train,cross_subset,2,gamma,slip,0.65,25377,0.09146026291404769,7.573503166286281
ssm,16,S1_train,cross_subset,2,zx,slip,0.005,795593,0.06242689897244073,1.911968771117413e-05
ssm,16,S1_train,cross_subset,2,zx,slip,0.02,739363,0.07341780424431489,2.2485907720126578e-05
ssm,16,S1_train,cross_subset,2,zx,slip,0.065,1086320,0.05928291590783565,1.8156769876987418e-05
ssm,16,S1_train,cross_subset,2,zx,slip,0.2,148204,0.07699898628915039,2.358272789980622e-05
ssm,16,S1_train,cross_subset,2,zx,slip,0.65,25377,0.18754122963802558,5.7438857339729817e-05
ssm,16,S1_train,cross_subset,2,zy,slip,0.005,795593,0.09593343834693255,1.998211574771343e-05
ssm,16,S1_train,cross_subset,2,zy,slip,0.02,739363,0.10731363998216766,2.2352514528473012e-05
ssm,16,S1_train,cross_subset,2,zy,slip,0.065,1086320,0.10457247086827999,2.1781552418414134e-05
ssm,16,S1_train,cross_subset,2,zy,slip,0.2,148204,0.1144257957958358,2.3833915829988354e-05
ssm,16,S1_train,cross_subset,2,zy,slip,0.65,25377,0.14283206731472878,2.9750699580709407e-05
ssm,16,S1_train,cross_subset,2,omega_z_derived,slip,0.005,795593,0.059255164435221504,0.5336941416906297
ssm,16,S1_train,cross_subset,2,omega_z_derived,slip,0.02,739363,0.062164742707471625,0.5598998723387636
ssm,16,S1_train,cross_subset,2,omega_z_derived,slip,0.065,1086320,0.07984485332866352,0.7191395192608655
ssm,16,S1_train,cross_subset,2,omega_z_derived,slip,0.2,148204,0.10271628691510434,0.9251359118706152
ssm,16,S1_train,cross_subset,2,omega_z_derived,slip,0.65,25377,0.09123823781384958,0.8217564407010577
ssm,16,S1_train,cross_subset,3,gamma,slip,0.005,723968,0.06151678685774218,5.093989065825089
ssm,16,S1_train,cross_subset,3,gamma,slip,0.02,660882,0.04851288961037136,4.017182011866504
ssm,16,S1_train,cross_subset,3,gamma,slip,0.065,1005695,0.06160131441824424,5.100988505963252
ssm,16,S1_train,cross_subset,3,gamma,slip,0.2,256444,0.14195653827982624,11.754922385208683
ssm,16,S1_train,cross_subset,3,gamma,slip,0.65,81472,0.12579181919799245,10.416378778926013
ssm,16,S1_train,cross_subset,3,gamma,slip,1.5,66408,0.07255923334415675,6.008375287755303
