t,Xo,Yo,Vx,Vy,Vx_des,Vy_des
36.72,-1.9967506191619893,0.22239670359201538,0.6966251970369569,-0.1536418747527403,0.7748104209164565,-0.19933078703097556
36.74,-1.9829916259016511,0.21867474588201108,0.6969143451108755,-0.15743026372032395,0.7735074622775624,-0.20419349487148908
36.76,-1.9692647200363738,0.2145615047670596,0.6943251707590562,-0.17500231946494907,0.7718980622331943,-0.2101998576067742
36.78,-1.9555873797289187,0.21053996994798432,0.6925212470276343,-0.16514416458393713,0.7699934246377589,-0.21730806188294546
36.800000000000004,-1.9419261177824236,0.20626731726940353,0.6934974861790285,-0.18762692966326042,0.7678175098040737,-0.22542868659520113
36.82,-1.9282970602649288,0.2020015024198396,0.6899855164304893,-0.16765622038454858,0.765407160163155,-0.23442423391911513
36.84,-1.9147032648602473,0.19781552047208145,0.6886781171381581,-0.18645067996274278,0.7628116730059622,-0.24411072386015142
36.86,-1.901160331751819,0.1932979025608434,0.6860561027032047,-0.1872302637923312,0.7600918115455393,-0.2542613850199981
36.88,-1.8876811005037177,0.1888053887195025,0.6834606866876168,-0.20081362936902258,0.7573182710828642,-0.2646123789435495
36.9,-1.874343016475217,0.1838831172144773,0.67147842945035,-0.2128079456569103,0.7545696425259746,-0.27487040036899624
36.92,-1.8612322283388858,0.17911600164463862,0.6637553771423285,-0.2042690194164591,0.7519299396972494,-0.2847219054426819
36.94,-1.8482337185235358,0.17410171751558456,0.6602714472399028,-0.22969717332148626,0.7494857786095149,-0.2938436388039899
36.96,-1.8352955131764312,0.1689955765116281,0.659759501264946,-0.21038296905804674,0.7473233151378355,-0.30191406234980955
36.980000000000004,-1.8222911532759314,0.1640137560222517,0.6625303275627447,-0.22662611009082803,0.7455250613511107,-0.30862523684676935
37.0,-1.8093339503562107,0.1587080708669458,0.660689374587131,-0.2299334740545231,0.7441667094809046,-0.31369467504093496
37.02,-1.7962722131561377,0.15350294708842852,0.6673545064207483,-0.23151582066494972,0.7433140956100182,-0.3168766733263211
37.04,-1.7832627732332123,0.1480524752632536,0.6584547087538603,-0.23922164588536873,0.7430204324308415,-0.31797263923132046
37.06,-1.7703558919182227,0.14278048678900848,0.6578867158733291,-0.23142316913122674,0.7433239318924505,-0.316839963820526
37.08,-1.757483349216441,0.13730444916032974,0.6569831670178907,-0.2448860929811423,0.7442459245332725,-0.31339904044077316
37.1,-1.7445152393060468,0.13193623235000282,0.6653213171308681,-0.22969915735275898,0.7457895633465496,-0.30763810196108804
37.12,-1.7314653936680309,0.12652226377948303,0.6624907028904585,-0.24568089637078538,0.7479391769442756,-0.2996156347977336
37.14,-1.7185542597822652,0.12114550998937672,0.6558138584811156,-0.22072226383898227,0.7506603105635409,-0.28946022587645204
37.160000000000004,-1.7056950617725826,0.11606171055787524,0.6540135246915764,-0.22913865268692002,0.7539004652403907,-0.27736780399806654
37.18,-1.6928386084546208,0.11085778592969757,0.6571003846317927,-0.21534861985121295,0.7575905165029906,-0.2635963452035098
37.2,-1.6798143282149105,0.10617138136774026,0.6678281791075804,-0.1981602404376827,0.7616467654927015,-0.24845821788575873
37.22,-1.6666178319388993,0.10140655383182162,0.6725499773450996,-0.2018082283886661,0.7659735487765036,-0.23231044283726976
37.24,-1.6532970541448695,0.09700090952904543,0.6830739644207757,-0.1780003048207768,0.7704663094594637,-0.21554323170221495
37.26,-1.639726131944666,0.09269289250926868,0.6923593664351388,-0.1778655375591265,0.7750150126030457,-0.19856724046181823
37.28,-1.6260257154223754,0.08878642689992738,0.69523515284618,-0.14758730512681875,0.7795077732860058,-0.18180002932676342
37.300000000000004,-1.6122619447342328,0.084997158075505,0.6992047764964525,-0.16498268174363037,0.7838345565698094,-0.1656522542782689
37.32,-1.5984131815174072,0.08116585115216522,0.7027623637468392,-0.14047447773543703,0.7878908055595188,-0.1505141269605234
37.34,-1.5844545391849119,0.07783319414039022,0.707521169042789,-0.13309623510612098,0.79158085682212,-0.13674266816596198
37.36,-1.5704252925808813,0.07434614084525559,0.7110489693111836,-0.13403001740999276,0.7948210114989686,-0.12465024628758113
37.38,-1.5563187082508723,0.07126414393442838,0.7135846628886803,-0.11237128057017005,0.7975421451182338,-0.11449483736629956
37.4,-1.5421531145058878,0.06818000404573835,0.7162891271581225,-0.11537087152305801,0.7996917587159599,-0.10647237020294513
37.42,-1.5279285207768567,0.06545083505333321,0.7185541632979607,-0.09567178266372871,0.8012353975292369,-0.10071143172325998
37.44,-1.5136572584341006,0.06266854470341311,0.7204044904620227,-0.10153442420042284,0.8021573901700589,-0.09727050834350713
37.46,-1.4993392879553287,0.06018732139785586,0.7221779702595948,-0.08439361031553401,0.802460889631668,-0.09613783293271261
37.480000000000004,-1.4849996149629892,0.05758146794974168,0.7227817982728523,-0.09514539095678146,0.8021672264524911,-0.09723379883771287
37.5,-1.4706480622032394,0.055198747355763016,0.7225672494022146,-0.08067330133624077,0.8013146125816049,-0.10041579712309814
37.52,-1.4563074248524595,0.05262720927250935,0.7220988408426071,-0.09687202964445082,0.7999562607113981,-0.10548523531726586
37.54,-1.4419866631473566,0.05015601019565308,0.7207414779716075,-0.08631634410866174,0.798158006924674,-0.11219640981422353
